tweet_id	text	q1_label	q2_label	q3_label	q4_label	q5_label	q6_label	q7_label
1241056501306920966	58 من ال70 حالة المعلنة قبل قليل لمخالطين حضروا مناسبات اجتماعية ولقاءات عائلية.. ياجماعة الخير اقعدوا في بيوتكم واتقوا الله في أنفسكم وفي أسركم وأحبابكم وأصدقائكم ومجتمعكم .. يبدو لي أن قرار حظر التجول الإلزامي هو الحل	yes	4_yes_probably_contains_false_info	5_yes_definitely_of_interest	2_no_probably_not_harmful	yes_not_urgent	no_not_harmful	no_not_interesting
1240743715389480961	أغنية المقاومة الإيطالية “بيلا تشاو” في زمن كورونا من احد شرفات إيطاليا 🇮🇹❤️  https://t.co/Z9PSx9yFja	yes	1_no_definitely_contains_no_false_info	5_yes_definitely_of_interest	1_no_definitely_not_harmful	no_no_need_to_check	no_not_harmful	no_not_interesting
1241127275334156290	“تصرّف خارج منزلك مع أي شخص على أنه مصاب.  وتصرّف مع كل الأشخاص داخل منزلك على أنك أنت المصاب".   هذه رسالتي لكل أبنائي وزملائي فى وزارة التعليم للتعامل مع فيروس #كورونا  في قطاع التعليم #كلنا_مسؤول https://t.co/u8aM4Gof5X	no	NA	NA	NA	NA	no_not_harmful	no_not_interesting
1241357154453532673	#الصحة تعلن عن تسجيل (٤٨) حالة إصابة جديدة بفيروس #كورونا الجديد (كوفيد١٩) كالتالي: - من بين الحالات الجديدة حالات ارتبطت بالسفر ، و (٥) حالات لممارسين صحيين وإداريين في منشأة صحية خاصة بالرياض، وهم بدون أعراض صحية، وتم إجراء العزل، وإغلاق المنشأة احترازياً.	yes	1_no_definitely_contains_no_false_info	5_yes_definitely_of_interest	1_no_definitely_not_harmful	no_too_trivial_to_check	no_not_harmful	no_not_interesting
1241862426942996481	#خادم_الحرمين_الشريفين يصدر أمره بمنع التجول للحد من انتشار #فيروس_كورونا الجديد ابتداءً من الساعة الـ 7 مساءً وحتى الساعة الـ 6 صباحًا لمدة ( 21 ) يومًا من مساء يوم الأثنين 28 رجب 1441هـ، الموافق 23 مارس 2020م. https://t.co/3sWPFPkJxo #واس_عام https://t.co/70go9CbIGC	yes	1_no_definitely_contains_no_false_info	5_yes_definitely_of_interest	1_no_definitely_not_harmful	no_too_trivial_to_check	no_not_harmful	no_not_interesting
1241319523296387072	#كورونا_الجديد   أحبتي...  قررت أن أترك تويتر لبعض الوقت، لكن وجدت أنه من الأمانة أن أطلعكم على الصورة الحقيقية من مكان الحدث!  المنطقة التي أعمل بها هي أكبر منطقة منكوبة في فرنسا Grand Est  مستشفى كولمار  هو أكبر مستشفى مستقبل لحالات كورونا  تحول المستشفى بالكامل إلى منطقة عزل! https://t.co/pTWf3yXrAa	yes	2_no_probably_contains_no_false_info	4_yes_probably_of_interest	4_yes_probably_harmful	yes_not_urgent	yes_panic	yes_classified_as_in_question_6
1241524975087034369	أهالي #طنجة في الشمال المغربي يرتقون أسطح بيوتهم يجأرون إلى الله بالتكبير والتهليل والدعاء عسى الله أن يرفع الوباء ويزيل الغمة   #كورونا  #المغرب https://t.co/FbOuUVeIQX	yes	2_no_probably_contains_no_false_info	3_not_sure	1_no_definitely_not_harmful	no_no_need_to_check	no_not_harmful	no_not_interesting
1241865119677779968	خادم الحرمين الشريفين يصدر أمره بمنع التجول للحد من انتشار فيروس كورونا الجديد ابتداءً من الساعة السابعة مساءً وحتى الساعة السادسة صباحاً لمدة 21 يوماً من مساء يوم الاثنين 28 رجب 23 مارس. https://t.co/bu5sJNMpzX	yes	1_no_definitely_contains_no_false_info	5_yes_definitely_of_interest	1_no_definitely_not_harmful	no_too_trivial_to_check	no_not_harmful	no_not_interesting
1242308716751474688	تم اليوم بحمد الله شفاء 9 حالات من المصابين بفيروس كورونا المستجد، ليصبح عدد المتعافين 39 حالة. كتب الله الشفاء العاجل للبقية وحمى الجميع من كل شر.	yes	2_no_probably_contains_no_false_info	4_yes_probably_of_interest	1_no_definitely_not_harmful	no_too_trivial_to_check	no_not_harmful	no_not_interesting
1241056307144265729	#الصحة تعلن عن تسجيل(٧٠)حالة إصابة جديدة بفيروس #كورونا الجديد(كوفيد ١٩) كالتالي: - تسجيل(١١)حالة قادمة من كل من المغرب، الهند، الأردن، الفلبين، بريطانيا، الإمارات، سويسرا، وقد تم عزلها مباشرة من المطار إلى الضيافة في العزل الصحي، الذي أثبت فاعليته في التصدي لنقل العدوى داخليًا.	yes	1_no_definitely_contains_no_false_info	4_yes_probably_of_interest	1_no_definitely_not_harmful	no_too_trivial_to_check	no_not_harmful	no_not_interesting
1241100194751623169	الإمارات أعلنت منذ قليل عن حالتي وفاة بفيروس #كورونا بعد الإعلان غرد وزير الصحة الكويتي د.باسل الصباح بـ (أستحلفكم بالله البقاء في منازلكم) ثم غرد وزير الصحة السعودي توفيق الربيعة بـ (هام، ساهم في أمن بلدنا الصحي بالجلوس في بيتك) - لا أظنها رسائل توعوية روتينية -	yes	2_no_probably_contains_no_false_info	4_yes_probably_of_interest	2_no_probably_not_harmful	no_too_trivial_to_check	no_not_harmful	no_not_interesting
1240902166296002560	مركز الملك عبدالله العالمي للابحاث الطبية في الحرس الوطني الذي يملك٧٠عالم ابحاث منهم٥٠ عالم سعودي ويحملون الدكتوراه في طور تجارب لقاح ضد كورونا الجديد بالاستفاده من لقاح كورونا السابق واثبت نجاحه علي الحيوانات ومن ضمن التجارب علي الابل واثبت قوة المناعه ضد الفيروس وفى طور التجارب https://t.co/JuXtuprmEN	yes	4_yes_probably_contains_false_info	5_yes_definitely_of_interest	4_yes_probably_harmful	yes_not_urgent	yes_rumor_conspiracy	yes_discusses_cure
1241781573160239106	وجهة نظر أتحمل مسئوليتها أثبت #كورونا خطأ تخصيص قطاعي (التعليم والصحة) على وجه الخصوص أتمنى من الدولة إبقاء هذين القطاعين تحت مسئوليتها المباشرة تصوروا لو أن  عقولناوصحتنا  تحت رحمة القطاع الخاص ماذا ستكون حالنا ، ونحن نرى الغرب يتهاوى أمامنا؟	no	NA	NA	NA	NA	no_not_harmful	no_not_interesting
1241322307311845376	مسائكم أخبار جميلة عن #كورونا 40 ثانية فقط من صاحب مبادرة تجميع العلماء لإيجاد علاج ضد #كرونا يعلنها على الهواء مباشرة أن فريق كامل من ضمنهم طبيب فرنسي اسمه “راولت” اكتشفوا أن دواء الملاريا هو الذي يعالج #كورونا_الجديد بنسبة 100% وتم تجربته على 40 مريض #ترجمات_عبدالله_الخريّف https://t.co/mX26T7pwkw	yes	4_yes_probably_contains_false_info	5_yes_definitely_of_interest	4_yes_probably_harmful	yes_not_urgent	yes_bad_cure	yes_discusses_cure
1241135746209234947	لن يسجّل التاريخ أنك حاتم الطائي إذا أقمت وليمة وسط أزمة #كورونا...  تعليق العمرة إيقاف الجمعة والجماعة في المساجد تأجيل جلسات مجلس الوزراء أسبوعين  إغلاق الأجواء والمنافذ والرحلات الداخلية.  من أنت أمام كل هذا لتكسر قيود التحذيرات وتخرج؟ لن يعرفك العالم بكرمك وعاداتك، بل بأذاك.	yes	1_no_definitely_contains_no_false_info	4_yes_probably_of_interest	2_no_probably_not_harmful	no_too_trivial_to_check	no_not_harmful	no_not_interesting
1241070400496435203	بوتيرة الإستهتار من البعض - حتى ولو كانوا قلّة- قد يصاب لا قدّر الله الآلاف في وقت واحد.. ومن المعلوم أنه في حالات كورونا المتقدمة يحتاج الشخص الى جهاز تنفس وعناية مركزة .. كيف يمكن لأي دولة أن توفر ذلك في وقت واحد .. سيما أن غرف العناية محتاجوها كثر لأمراض خطيرة متعددة.. اقعدوا!	yes	1_no_definitely_contains_no_false_info	4_yes_probably_of_interest	1_no_definitely_not_harmful	yes_not_urgent	no_not_harmful	no_not_interesting
1241246662791778305	الحمد لله الذي بنعمته تتم الصالحات.  تم بحمد الله اليوم شفاء 5 حالات من المصابين بفيروس كورونا المستجد، ليبلغ عدد الذين تم شفاؤهم 27 حالة. نرجو الله الشفاء للمرضى والسلامة للجميع.	yes	2_no_probably_contains_no_false_info	5_yes_definitely_of_interest	1_no_definitely_not_harmful	no_too_trivial_to_check	no_not_harmful	no_not_interesting
1241322629425963010	بشرى..  ولله الحمد والمنة مركز الملك عبدالله العالمي للأبحاث الطبية  توصل إلى لقاح خاص بفيروس #كورونا_الجديد  والنتائج إيجابية بفضل من الله وحده..  وقريبا سيعلن عنه… https://t.co/oki7X4Vds9	yes	4_yes_probably_contains_false_info	5_yes_definitely_of_interest	3_not_sure	yes_very_urgent	yes_rumor_conspiracy	yes_classified_as_in_question_6
1240747018580090880	كل قنوات العالم مشغولة بكورونا وتستضيف المختصين على مدار اليوم للحديث عنه وعن كيفية مواجهته إلا الجزيرة مشغولة بالسعودية وقيادتها وتستضيف سعد الفقيه يوميًا للحديث عن ذلك .. المضحك أنهم يناقشون الصعوبات الإقتصادية التي ستواجهها السعودية جراء كورونا وكأن العالم بأسره لا يواجه ذلك🤮	yes	2_no_probably_contains_no_false_info	5_yes_definitely_of_interest	4_yes_probably_harmful	yes_not_urgent	no_not_harmful	yes_other
1241347267354861574	عاجل..  .  الصحة:  قد نلجأ إلى حظر التجول في حال رصد تهاون في الاجراءات.  .  #المملكة #كورونا  .	no	NA	NA	NA	NA	no_not_harmful	no_not_interesting
1242252101276913672	الأذان يُرفع من مسجد البيّازين، في مدينة #غرناطة الأندلسية، يوم الأحد، لأول مرة منذ سقوط المدينة، آخر ممالك الأندلس، قبل 528 عاماً (في 2 كانون الثاني/يناير 1492)، وحظْر الأذان فيها. بعض المسلمين في عدد من الأحياء رفعوا الأذان من شرفات منازلهم، وكان يوماً مشهودا. #كورونا https://t.co/tvAfYDSssK	yes	2_no_probably_contains_no_false_info	4_yes_probably_of_interest	2_no_probably_not_harmful	yes_not_urgent	no_not_harmful	no_not_interesting
1241313403391614976	كوكب الأرض بسبب فايروس كورونا الان هو في قمة النشاط و السعادة، حيث لوحظ انحسار كبير في نسبة الغازات الملوثة والغازات المسببة للاحتباس الحراري في أغلب دول العالم نتيجة تأثيرات انتشار الفيروس على الأعمال وحركة السفر والتنقل، و ان نسبة غاز أول أكسيد الكربون قد انخفضت بنسبة 50% ❤🌍 https://t.co/u3DsVqBGXT	yes	4_yes_probably_contains_false_info	5_yes_definitely_of_interest	4_yes_probably_harmful	yes_not_urgent	yes_other	yes_other
1240796008847749121	#Important  #Coronavirus طبيبان مصريان يعملان في إنجلترا يشاركون خبرتهم مع زملائهم في #مصر  ويلحان على أهمية أن تكون مصر مستعدة للتعامل مع مصابين الفيروس #مهم https://t.co/yRZIMPKKs7	yes	2_no_probably_contains_no_false_info	4_yes_probably_of_interest	1_no_definitely_not_harmful	no_no_need_to_check	no_not_harmful	no_not_interesting
1240954634941992960	طيب هذي دعواتهم	no	NA	NA	NA	NA	no_not_harmful	no_not_interesting
1241599680087314432	تم بحمد الله اليوم شفاء ٣حالات من المصابين بفيروس كورونا المستجد. ليبلغ عدد الذين تم شفاؤهم ٣٠ حالة.  اللهم تمم على جميع المرضى بعاجل الشفاء.	yes	1_no_definitely_contains_no_false_info	4_yes_probably_of_interest	1_no_definitely_not_harmful	no_too_trivial_to_check	no_not_harmful	no_not_interesting
1242069968784707585	عاجل..  .  وزارة الداخلية:  من يخالف أمر منع التجول يعاقب بغرامة 10 آلاف ريال وتضاعف في حال التكرار فإن عاد المخالف إلى ارتكاب المخالفة فيعاقب بالسجن لمدة لا تزيد على 20 يوماً.  . #كورونا #السعودية #منع_التجول	yes	1_no_definitely_contains_no_false_info	5_yes_definitely_of_interest	1_no_definitely_not_harmful	no_too_trivial_to_check	no_not_harmful	no_not_interesting
1242075464916701184	#الصحة تعلن عن تسجيل (٥١) حالة إصابة جديدة بفيروس #كورونا الجديد(كوفيد١٩). https://t.co/VRIfN1YsuH	yes	1_no_definitely_contains_no_false_info	4_yes_probably_of_interest	1_no_definitely_not_harmful	no_too_trivial_to_check	no_not_harmful	no_not_interesting
1242013289472819201	شكر خاص ل المملكة العربية السعودية🇸🇦 التي نقلت إمدادات  @WHO الحيوية الخاصة ب #COVID19 جواً إلى #اليمن. تشمل الشحنة معدات الحماية الشخصية للعاملين الصحيين واختبارات الفحص المختبري في عدن وصنعاء وأيضا أدوية الصدمة ومستلزمات لدعم الاستجابة المستمرة للأزمة #الصحة_للجميع_وبالجميع https://t.co/QEWw0PfL9K	yes	2_no_probably_contains_no_false_info	5_yes_definitely_of_interest	1_no_definitely_not_harmful	yes_not_urgent	no_not_harmful	no_not_interesting
1241060286255300611	بعد كل الإجراءات الاحترازية التي تقوم بها حكومة #المملكة للحد من انتشار #كورونا . . . هل تؤيد فرض #حظر_تجول في #السعودية من الساعة (٧م) إلى الساعة (٧ص) ابتداء من يوم غدٍ السبت بسبب #كورونا_السعودية. . . - نعم أُوَيد ( #ريتويت ) ، ولماذا ؟ - لا أُوَيد ( #إعجاب ) ، ولماذا ؟ . . https://t.co/f8t0viULJ5	no	NA	NA	NA	NA	no_not_harmful	no_not_interesting
1240836105777197059	عاجل:  . تعليق جميع رحلات الطيران الداخلي بالسعودية والحافلات وسيارات الأجرة والقطارات لمدة 14 يوماً ابتداءً من الساعة السادسة صباحاً من يوم غدٍ السبت. . #السعودية #المملكة #كورونا	yes	1_no_definitely_contains_no_false_info	5_yes_definitely_of_interest	1_no_definitely_not_harmful	no_too_trivial_to_check	no_not_harmful	no_not_interesting
1241381985194520576	بطاقم سعودي كامل من الدخول من الباب الى الخروج منه . السعودية سوف تعلن عن لقاح فايروس #كورونا #Covid_19 قريب جداً بعد عدت تجارب وتكللت بالنجاح.  الحمدلله كما ينبغي لجلال وجهك وعظيم سلطانك https://t.co/Gv56FThTRs	yes	4_yes_probably_contains_false_info	5_yes_definitely_of_interest	4_yes_probably_harmful	yes_not_urgent	yes_other	yes_discusses_cure
1241444441111638018	#فيديو 🔴 .  . الإعلامي السعودي “أحمد المالكي” يوجه رسالة شديدة اللهجة إلى #البنوك: باقي أنتم وين مبادراتكم للوطن والمواطن؟، مؤكداً “إذا كان المال أكبر اهتماماتكم فلن ينسى كل المواطنين خذلانكم". . . #البنوك_تأجل_الأقساط #مبادرة_البنوك #تجار_الظروف #تم_تامرون_أمر #كورونا  . https://t.co/nEE2FoU3Fc	yes	1_no_definitely_contains_no_false_info	4_yes_probably_of_interest	1_no_definitely_not_harmful	no_no_need_to_check	no_not_harmful	no_not_interesting
1240983247078727681	اذا تعرف في #جدة رب أسرة عاطل عن العمل ومحتاج أو توقف عمله بسبب جائحة #كورونا أو أسرة بلا عائل ولا يوجد لديها دخل ، سعوديين أو مقيمين ، أكرمني وتفضل علي ببياناتهم على الخاص ، وأسأل الله ان يكتب ما فيه الخير والسداد ويخلص النوايا لوجهه الكريم  #تكفون_اقعدوا_في_بيوتكم #يوم_الجمعة https://t.co/JJ4rsPDXnm	no	NA	NA	NA	NA	no_not_harmful	no_not_interesting
1242059858121277440	كوفيد ١٩ برو ماكس	no	NA	NA	NA	NA	yes_xenophobic_racist_prejudices_or_hate_speech	yes_classified_as_in_question_6
1241079796089737217	فيديو معبر 🔴 .  . #شاهـد “رجل أمن” يوجه نصيحة هامة لشبان خرجوا في رحلة برية متجاهلين التحذيرات المتكررة بضرورة الإلتزام بتعليمات السلامة والبقاء في المنزل. . . #تكفون_اقعدوا_في_بيوتكم #السعودية #هام #كارونا_السعوديه #Covid_19 #COVID19 #حظر_تجول_اجباري_ينقذنا #الحجر_المنزلي  . . https://t.co/ZOywy0dedn	yes	1_no_definitely_contains_no_false_info	5_yes_definitely_of_interest	1_no_definitely_not_harmful	no_no_need_to_check	no_not_harmful	no_not_interesting
1241472420369833985	عاجل 🚨  الصين تعلن أن كل المتعافين الذكور من فايروس كورونا أصيبوا بعجز جنسي كامل..! ويأتي ذلك بسبب ارتفاع درجة السخونة الذي أدى إلى تلف الخصوبة لدى الرجال. https://t.co/xt6WLSHgog	yes	4_yes_probably_contains_false_info	4_yes_probably_of_interest	4_yes_probably_harmful	yes_very_urgent	yes_panic	yes_classified_as_in_question_6
1240880064314707973	الحمد لله حمداً كثيرا مباركا فيه.  تم بحمد الله اليوم شفاء ٤ حالات من المصابين بفيروس كورونا المستجد. ليبلغ عدد الذين تم شفاؤهم ٢٢ حالة.  اللهم تمم على جميع المرضى بعاجل الشفاء	yes	2_no_probably_contains_no_false_info	4_yes_probably_of_interest	1_no_definitely_not_harmful	no_too_trivial_to_check	no_not_harmful	no_not_interesting
1241352336485818368	عاجل 🔴  .  .  متحدث وزارة الصحة:  الفترة القادمة سوف تشهد ارتفاعاً في الحالات المصابة بفيروس كورونا على مستوى العالم .. وقد نلجأ إلى حظر التجول في حال رصد تهاون في الإجراءات الاحترازية. .  . #السعوديه	yes	2_no_probably_contains_no_false_info	5_yes_definitely_of_interest	2_no_probably_not_harmful	no_no_need_to_check	no_not_harmful	no_not_interesting
1241016711828189185	قمت بترجمة مقطع هو حديث العالم اليوم حول علاج #كورونا، عبارة عن عقار تم استخدامه لعلاج ٤٠ مصاب بالفايروس في فرنسا وكانت نسبة شفاء ١٠٠٪، رسائل الأمل جميلة في هذه الأزمة #ترجمة_لبيب https://t.co/WYflwuXtot	yes	4_yes_probably_contains_false_info	5_yes_definitely_of_interest	4_yes_probably_harmful	yes_very_urgent	yes_rumor_conspiracy	yes_discusses_cure
1242118962575523841	تغريدة للذكرى: لأول مرة في المملكة العربية السعودية الأن ساعة ٧:٠٠م اليوم الأثنين 28 رجب 1441هـ الموافق 23 مارس 2020م حظر جزئي وكلنا سمعاً وطاعة السبب: فايروس كورونا للحد من أنتشاره وسنتجاوز كل هذا معاً المدة: ٢١يوماً اللهم احفظ خادم الحرمين الشرفين وولي عهد ومملكتنا الحبيبة يارب	no	NA	NA	NA	NA	no_not_harmful	no_not_interesting
1241014482391969800	على ماذا أقسم الشيخ؟  ملاحظة: كلامه قبل أزمة #كورونا ! https://t.co/RP6bYM0UIe	no	NA	NA	NA	NA	no_not_harmful	no_not_interesting
1240964470165442561	التفتَ الإمام إلى جموع المصلّين ليقول لهم: (استووا، اعتدلوا) فلم يجدهم!. فقالها بصوتٍ خافتٍ باك.. ثُمّ كبّر للصلاة بيدين ترجفان، وعينين تفيضان من الدمع. #المسجد_النبوي_الشريف #الشيخ_أحمد_طالب_حميد #كورونا https://t.co/oa2SG6YT6Y	no	NA	NA	NA	NA	no_not_harmful	no_not_interesting
1240987937564655616	🔴🔴🔴🔴🔴🔴🔴🔴🔴🔴 مقاومة وباء كورونا المستجد مسؤولية مجتمعية مشتركة تبدأ عند المسؤول وتنتهي عند المواطن والمقيم، فلا قيمة لأي إجراء أو فائدة إن لم يقابل بالتطبيق الجدي من قبل الأخوة المواطنين والمقيمين على السواء. 🔴🔴🔴🔴🔴🔴🔴🔴🔴🔴	no	NA	NA	NA	NA	no_not_harmful	no_not_interesting
1241748426997542912	في الأزمات، تظهر حقيقة المجتمعات .. #COVIDー19 #Covid_19 #Corona #coronavirus https://t.co/HzQLH4BWSq	no	NA	NA	NA	NA	no_not_harmful	no_not_interesting
1241716466740838400	فيروس كورونا هو فيروس صحي .. وفيروس اقتصادي .. وفيروس سياسي أيضا ... ونقول لكافة دول العالم .. هذا وقت التوحد والتعاون والتكاتف لمحاربة أهم عدو للبشرية .. الخلافات جميعها تصغر أمام هذا التحدي الجديد..والعالم يستطيع التغلب بشكل أسرع عليه إذا وقف القوي مع الضعيف والغني مع الفقير . https://t.co/s1VADLfHld	no	NA	NA	NA	NA	no_not_harmful	no_not_interesting
1241865061494333440	لا تشيل هم الطلعة   #خليك_في_البيت 🏡  #بالتقنية_توصل_للبيت 📱  #فيروس_كورونا https://t.co/ucTvDyula3	no	NA	NA	NA	NA	no_not_harmful	no_not_interesting
1241868467210522626	#خادم_الحرمين_الشريفين يصدر أمره بمنع التجول للحد من انتشار #فيروس_كورونا الجديد ابتداءً من الساعة الـ 7 مساءً وحتى الساعة الـ 6 صباحًا لمدة ( 21 ) يومًا من مساء يوم الأثنين 28 رجب 1441هـ، الموافق 23 مارس 2020م. https://t.co/3sWPFPkJxo #واس_عام https://t.co/WgSLt0sVWw	yes	2_no_probably_contains_no_false_info	5_yes_definitely_of_interest	1_no_definitely_not_harmful	no_too_trivial_to_check	no_not_harmful	no_not_interesting
1241357161382412290	وبذلك يصبح العدد الإجمالي لحالات فيروس كورونا الجديد في المملكة (٣٩٢)، تعافت (٨) حالات إضافية، ليكون إجمالي الحالات المتعافية (١٦) حالة بحمد الله،  والحالات المتبقية معزولة صحيًا وتتلقى العناية الطبية اللازمة.	yes	1_no_definitely_contains_no_false_info	5_yes_definitely_of_interest	1_no_definitely_not_harmful	no_too_trivial_to_check	no_not_harmful	no_not_interesting
1241927277740462081	استنادًا إلى أمر خادم الحرمين الشريفين - حفظه الله - القاضي بمنع التجول للحد من انتشار فيروس كورونا الجديد لمدة 21 يوما، تود الوزارة إيضاح الاستثناءات المتعلقة بمنع التجول. https://t.co/8gxXbeVD0s	yes	2_no_probably_contains_no_false_info	5_yes_definitely_of_interest	1_no_definitely_not_harmful	no_too_trivial_to_check	no_not_harmful	no_not_interesting
1241727415740780546	التزامنا بالتعليمات طريقنا بتوفيق الله لحماية بلادنا و اهلنا من وباء كورونا  ليس لنا عذر فالكل يعرف دوره و مسئوليته حفظ الله بلادنا و ادام عزها 🇸🇦🇸🇦🇸🇦  #كلنا_مسؤول  #السعودية https://t.co/HgsjOs8uAi	no	NA	NA	NA	NA	no_not_harmful	no_not_interesting
1242639538679398401	فايروس #كورونا كشف المثاليات الزائفة هذا المقطع يجسد كل معاني العنصرية والتمييز نهديه لتلك المنظمات التي صدعت رؤوسنا بالدفاع عن حقوق الإنسان حالهم الأن 🙈 🙉 🙊 (الحمدلله على نعمة #السعودية) https://t.co/6cdJQNsKwF	no	NA	NA	NA	NA	no_not_harmful	no_not_interesting
1240990250241069057	رسالة إلى المستهترين بالتعليمات الصحية المتعلقة بفيروس كورونا https://t.co/Gx6YL9ig34	no	NA	NA	NA	NA	no_not_harmful	no_not_interesting
1240720644804874240	الجيش الايطالي ينقل جثث ضحايا كورونا بدون وداع  https://t.co/vZzo9seZ2v	yes	2_no_probably_contains_no_false_info	3_not_sure	4_yes_probably_harmful	yes_very_urgent	yes_panic	yes_classified_as_in_question_6
1241346693200785410	عاجل..  .  وزارة الصحة:  قللوا من التواصل والمخالطة حتى داخل منازلكم .. لا تفقدوا أحبابكم.  .  #كورونا #السعودية #المملكة #الصحة	yes	2_no_probably_contains_no_false_info	5_yes_definitely_of_interest	4_yes_probably_harmful	no_no_need_to_check	no_not_harmful	no_not_interesting
1241842020035047431	اللهم اشفهم وارفع عنهم واشف المصابين في تركيا وفي كل مكان .. لاداعي لأن أقول أن فوق ال70 من 119 هم أتراك تم التعامل معهم كما نتعامل مع السعوديين بكل اهتمام ورعاية.. وفي نفس الوقت من الضروري أن أقول وأعتذر لتخفيف اللفظ.. أنتم وكالة حقيرة وخسيسة	no	NA	NA	NA	NA	no_not_harmful	no_not_interesting
1241105466408800256	فيديو 🔴 .  . بكلمات من قلب صادق ..  شاهد رجل أمن يوجه نصيحة أبوية لمجموعة من الشباب خرجوا في رحلة برية متجاهلين التحذيرات المتكررة. .  . فيروس كورونا  . https://t.co/woHDweSMaS	yes	1_no_definitely_contains_no_false_info	5_yes_definitely_of_interest	1_no_definitely_not_harmful	no_too_trivial_to_check	no_not_harmful	no_not_interesting
1242683624660623360	شفاء 4 حالات من المصابين بفيروس كورونا المستجد، ليصبح عدد المتعافين 43 حالة. حمى الله الجميع من كل شر	yes	2_no_probably_contains_no_false_info	5_yes_definitely_of_interest	1_no_definitely_not_harmful	no_too_trivial_to_check	no_not_harmful	no_not_interesting
1242269948036165632	كورونا لما يشوف اللي بيحصل في اسكندريه https://t.co/VMuYGM5eAq	no	NA	NA	NA	NA	no_joke_or_sarcasm	no_not_interesting
